Time,ID,Event context,Component,Event name,Origin
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt reviewed,web
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt submitted,web
"28/07/20, 08:54",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 08:54",4,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt summary viewed,web
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"28/07/20, 08:54",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt started,web
"28/07/20, 08:53",4,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"28/07/20, 08:53",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 08:53",4,Quiz: Reflection from video,Quiz,Quiz attempt reviewed,web
"28/07/20, 08:53",4,Quiz: Reflection from video,Quiz,Quiz attempt submitted,web
"28/07/20, 08:53",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 08:53",4,Course: Introduction to Learning Analytics,System,User graded,web
"28/07/20, 08:53",4,Quiz: Reflection from video,Quiz,Quiz attempt summary viewed,web
"28/07/20, 08:53",4,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"28/07/20, 08:52",4,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"28/07/20, 08:52",4,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"28/07/20, 08:52",4,Quiz: Reflection from video,Quiz,Quiz attempt started,web
"28/07/20, 08:52",4,Quiz: Reflection from video,Quiz,Course module viewed,web
"28/07/20, 08:52",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 08:52",4,URL: Talk by Stanford Graduate School of Education,URL,Course module viewed,web
"28/07/20, 08:52",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 08:52",4,Quiz: Reflection from video,Quiz,Course module viewed,web
"28/07/20, 08:51",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 08:51",4,Book: TREASURE ISLAND,Book,Chapter viewed,web
"28/07/20, 08:51",4,Book: TREASURE ISLAND,Book,Chapter viewed,web
"28/07/20, 08:51",4,Book: TREASURE ISLAND,Book,Chapter viewed,web
"28/07/20, 08:51",4,Book: TREASURE ISLAND,Book,Course module viewed,web
"28/07/20, 08:51",4,Course: Introduction to Learning Analytics,System,Course viewed,web
"28/07/20, 08:51",4,System,System,User has logged in,web
"26/07/20, 21:16",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 21:16",2,Course: Introduction to Learning Analytics,Grader report,Grader report viewed,web
"26/07/20, 21:16",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 21:16",2,Front page,System,Course viewed,web
"26/07/20, 21:15",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 21:15",2,Quiz: Quiz on LA,Quiz,Quiz attempt summary viewed,web
"26/07/20, 21:15",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:14",2,Quiz: Quiz on LA,Quiz,Quiz attempt preview started,web
"26/07/20, 21:13",2,Quiz: Quiz on LA,Quiz,Quiz attempt summary viewed,web
"26/07/20, 21:13",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:13",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:13",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:13",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt viewed,web
"26/07/20, 21:12",2,Quiz: Quiz on LA,Quiz,Quiz attempt preview started,web
"26/07/20, 21:11",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 21:11",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 21:11",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 21:11",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:11",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:11",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:10",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:10",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:09",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 21:09",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 21:09",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 21:09",2,Course: Introduction to Learning Analytics,System,Question category viewed,web
"26/07/20, 21:09",2,Course: Introduction to Learning Analytics,System,Question category viewed,web
"26/07/20, 21:05",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 21:04",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 21:04",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 21:04",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 21:04",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 21:04",2,System,System,Tag created,web
"26/07/20, 21:04",2,System,System,Tag created,web
"26/07/20, 21:04",2,Quiz: Quiz on LA,System,Question created,web
"26/07/20, 20:58",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:58",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:58",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:58",2,System,System,Tag created,web
"26/07/20, 20:58",2,System,System,Tag created,web
"26/07/20, 20:58",2,Quiz: Quiz on LA,System,Question created,web
"26/07/20, 20:56",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:56",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:56",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:56",2,System,System,Tag created,web
"26/07/20, 20:56",2,System,System,Tag created,web
"26/07/20, 20:56",2,Quiz: Quiz on LA,System,Question created,web
"26/07/20, 20:54",2,System,System,Notification sent,cli
"26/07/20, 20:54",2,System,System,Notification sent,cli
"26/07/20, 20:54",2,System,System,Notification sent,cli
"26/07/20, 20:54",2,System,System,Notification sent,cli
"26/07/20, 20:54",2,System,System,Notification sent,cli
"26/07/20, 20:54",2,System,System,Notification sent,cli
"26/07/20, 20:53",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:53",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:53",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:53",2,System,System,Tag created,web
"26/07/20, 20:53",2,System,System,Tag created,web
"26/07/20, 20:53",2,Quiz: Quiz on LA,System,Question created,web
"26/07/20, 20:51",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:51",2,Quiz: Quiz on LA,System,Question created,web
"26/07/20, 20:49",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:49",2,Quiz: Quiz on LA,System,Question updated,web
"26/07/20, 20:49",2,Quiz: Quiz on LA,System,Tag added to an item,web
"26/07/20, 20:49",2,System,System,Tag created,web
"26/07/20, 20:49",2,Quiz: Quiz on LA,System,Question created,web
"26/07/20, 20:45",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:45",2,Course: Introduction to Learning Analytics,System,Question moved,web
"26/07/20, 20:45",2,Course: Introduction to Learning Analytics,System,Question moved,web
"26/07/20, 20:45",2,Course: Introduction to Learning Analytics,System,Question moved,web
"26/07/20, 20:44",2,Course: Introduction to Learning Analytics,System,Question category viewed,web
"26/07/20, 20:44",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 20:44",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 20:43",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:43",2,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"26/07/20, 20:43",2,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 20:43",2,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 20:43",2,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 20:43",2,Book: TREASURE ISLAND,Book,Course module viewed,web
"26/07/20, 20:43",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:43",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 20:42",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:42",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:42",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:42",2,Quiz: Quiz on LA,System,Question category viewed,web
"26/07/20, 20:42",2,Course: Introduction to Learning Analytics,System,Question category viewed,web
"26/07/20, 20:39",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 20:39",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 20:36",2,Quiz: Quiz on LA,Quiz,Quiz edit page viewed,web
"26/07/20, 20:36",2,Quiz: Quiz on LA,Quiz,Course module viewed,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item updated,web
"26/07/20, 20:36",2,Quiz: Quiz on LA,System,Course module created,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Grade item created,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Calendar event created,web
"26/07/20, 20:36",2,Course: Introduction to Learning Analytics,System,Calendar event created,web
"26/07/20, 20:33",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:32",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:32",2,Course: Introduction to Learning Analytics,Grader report,Grader report viewed,web
"26/07/20, 20:32",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 20:32",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:32",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:13",2,URL: Erik Duval,URL,Course module viewed,web
"26/07/20, 20:13",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:13",2,Forum: Announcements,Forum,Course module viewed,web
"26/07/20, 20:13",2,Forum: Announcements,Forum,Discussion created,web
"26/07/20, 20:13",2,Forum: Announcements,Forum,Some content has been posted.,web
"26/07/20, 20:08",2,Forum: Announcements,Forum,Course module viewed,web
"26/07/20, 20:08",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:08",2,Forum: Stop_motion_Making,Forum,Course module viewed,web
"26/07/20, 20:07",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 20:07",2,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"26/07/20, 20:07",2,Forum: Stop_motion_Making,Forum,Post created,web
"26/07/20, 20:07",2,Forum: Stop_motion_Making,Forum,Some content has been posted.,web
"26/07/20, 20:05",2,System,System,User has logged in,web
"26/07/20, 18:10",6,System,System,Notification sent,cli
"26/07/20, 18:10",6,System,System,Notification sent,cli
"26/07/20, 17:42",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:42",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"26/07/20, 17:42",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt reviewed,web
"26/07/20, 17:42",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt submitted,web
"26/07/20, 17:42",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 17:42",6,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 17:42",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt summary viewed,web
"26/07/20, 17:41",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 17:41",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 17:40",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 17:40",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt started,web
"26/07/20, 17:40",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"26/07/20, 17:40",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:40",6,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"26/07/20, 17:40",6,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 17:40",6,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"26/07/20, 17:40",6,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 17:40",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:40",6,Course: Introduction to Learning Analytics,Overview report,Grade overview report viewed,web
"26/07/20, 17:40",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:38",6,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 17:37",6,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 17:37",6,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 17:37",6,Book: TREASURE ISLAND,Book,Course module viewed,web
"26/07/20, 17:37",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:37",6,Course: Introduction to Learning Analytics,Overview report,Grade overview report viewed,web
"26/07/20, 17:37",6,Forum: Stop_motion_Making,Forum,Discussion subscription created,web
"26/07/20, 17:37",6,Forum: Stop_motion_Making,Forum,Post created,web
"26/07/20, 17:37",6,Forum: Stop_motion_Making,Forum,Some content has been posted.,web
"26/07/20, 17:37",6,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"26/07/20, 17:37",6,Forum: Stop_motion_Making,Forum,Course module viewed,web
"26/07/20, 17:37",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,User profile viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,User profile viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,User profile viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,Overview report,Grade overview report viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,User report,Grade user report viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,Badge listing viewed,web
"26/07/20, 17:36",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:36",6,Quiz: Reflection from video,Quiz,Course module viewed,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt reviewed,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt submitted,web
"26/07/20, 17:35",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 17:35",6,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt summary viewed,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt viewed,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Quiz attempt started,web
"26/07/20, 17:35",6,Quiz: Reflection from video,Quiz,Course module viewed,web
"26/07/20, 17:34",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:33",6,URL: Talk by Stanford Graduate School of Education,URL,Course module viewed,web
"26/07/20, 17:33",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:33",6,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"26/07/20, 17:33",6,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 17:33",6,Assignment: you want everyone to read,Assignment,A submission has been submitted.,web
"26/07/20, 17:33",#N/A,System,System,Notification sent,web
"26/07/20, 17:33",6,Assignment: you want everyone to read,File submissions,Submission created.,web
"26/07/20, 17:33",6,Assignment: you want everyone to read,File submissions,A file has been uploaded.,web
"26/07/20, 17:33",6,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 17:31",6,Assignment: you want everyone to read,Assignment,Submission form viewed.,web
"26/07/20, 17:31",6,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 17:30",6,Assignment: you want everyone to read,Assignment,The status of the submission has been viewed.,web
"26/07/20, 17:30",6,Assignment: you want everyone to read,Assignment,Course module viewed,web
"26/07/20, 17:30",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:30",6,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 17:30",6,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 17:30",6,Book: TREASURE ISLAND,Book,Chapter viewed,web
"26/07/20, 17:30",6,Book: TREASURE ISLAND,Book,Course module viewed,web
"26/07/20, 17:30",6,Choice: what type of books you like to read,Choice,Course module viewed,web
"26/07/20, 17:30",6,Choice: what type of books you like to read,Choice,Choice answer added,web
"26/07/20, 17:29",6,Choice: what type of books you like to read,Choice,Course module viewed,web
"26/07/20, 17:29",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:28",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:27",6,URL: Stop Motion,URL,Course module viewed,web
"26/07/20, 17:27",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:27",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt reviewed,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt submitted,web
"26/07/20, 17:26",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 17:26",6,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt summary viewed,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt started,web
"26/07/20, 17:26",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"26/07/20, 17:25",6,URL: Erik Duval,URL,Course module viewed,web
"26/07/20, 17:25",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:25",6,URL: Intro to LA video,URL,Course module viewed,web
"26/07/20, 17:24",6,Page: LA course webpage,Page,Course module viewed,web
"26/07/20, 17:24",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:21",6,URL: Intro to LA video,URL,Course module viewed,web
"26/07/20, 17:21",6,File: Intro to LA,File,Course module viewed,web
"26/07/20, 17:21",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:21",6,Quiz: Reflection from video,Quiz,Course module viewed,web
"26/07/20, 17:21",6,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"26/07/20, 17:21",6,File: Intro to LA,File,Course module viewed,web
"26/07/20, 17:20",6,Forum: Stop_motion_Making,Forum,Course module viewed,web
"26/07/20, 17:20",6,Forum: Announcements,Forum,Course module viewed,web
"26/07/20, 17:15",6,Course: Introduction to Learning Analytics,User tours,Tour ended,web
"26/07/20, 17:15",6,Course: Introduction to Learning Analytics,User tours,Step shown,web
"26/07/20, 17:15",6,Course: Introduction to Learning Analytics,User tours,Step shown,web
"26/07/20, 17:15",6,Course: Introduction to Learning Analytics,User tours,Step shown,web
"26/07/20, 17:15",6,Course: Introduction to Learning Analytics,User tours,Tour started,web
"26/07/20, 17:15",6,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:14",6,System,System,User has logged in,web
"26/07/20, 17:12",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:12",2,Course: Introduction to Learning Analytics,Logs,Log report viewed,web
"26/07/20, 17:11",2,Course: Introduction to Learning Analytics,Logs,Log report viewed,web
"26/07/20, 17:11",2,Front page,System,Course viewed,web
"26/07/20, 17:11",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 17:11",2,System,System,User has logged in,web
"26/07/20, 14:02",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 14:02",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 14:02",3,Forum: Announcements,Forum,Course module viewed,web
"26/07/20, 14:02",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 14:02",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt reviewed,web
"26/07/20, 14:02",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt submitted,web
"26/07/20, 14:02",#N/A,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 14:02",3,Course: Introduction to Learning Analytics,System,User graded,web
"26/07/20, 14:01",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt summary viewed,web
"26/07/20, 14:01",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 14:01",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 14:00",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt viewed,web
"26/07/20, 14:00",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Quiz attempt started,web
"26/07/20, 14:00",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"26/07/20, 14:00",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:32",3,URL: Erik Duval,URL,Course module viewed,web
"26/07/20, 13:32",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:32",3,Page: LA course webpage,Page,Course module viewed,web
"26/07/20, 13:32",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:32",3,Forum: Announcements,Forum,Course module viewed,web
"26/07/20, 13:32",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:30",3,URL: Erik Duval,URL,Course module viewed,web
"26/07/20, 13:30",3,Quiz: Reflection from TEDx talk by Prof. Erik Duval,Quiz,Course module viewed,web
"26/07/20, 13:30",3,URL: Stop Motion,URL,Course module viewed,web
"26/07/20, 13:30",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:29",2,Course: Introduction to Learning Analytics,Logs,Log report viewed,web
"26/07/20, 13:28",2,System,Live logs,Live log report viewed,web
"26/07/20, 13:28",2,Front page,System,Course viewed,web
"26/07/20, 13:21",3,URL: Stop Motion,URL,Course module viewed,web
"26/07/20, 13:21",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:21",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"26/07/20, 13:21",3,Forum: Stop_motion_Making,Forum,Discussion viewed,web
"26/07/20, 13:20",3,Forum: Stop_motion_Making,Forum,Course module viewed,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,User tours,Tour ended,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,User tours,Step shown,web
"26/07/20, 13:20",3,File: Intro to LA,File,Course module viewed,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,User tours,Step shown,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,User tours,Step shown,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,User tours,Tour started,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:20",3,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 13:18",3,System,System,User has logged in,web
"26/07/20, 13:18",3,System,System,User has logged in,web
"26/07/20, 11:34",2,Course: Introduction to Learning Analytics,System,Course viewed,web
"26/07/20, 11:33",2,Course: Introduction to Learning Analytics,System,User list viewed,web
"26/07/20, 11:33",2,Course: Introduction to Learning Analytics,System,Role assigned,web
